"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN","Open Access"
"Xu H.; Fan G.; Sun L.; Li W.; Kuang G.; Fan B.; Ahmadi G.","Xu, Hongsheng (55493778800); Fan, Ganglong (36917618400); Sun, Libo (58176018700); Li, Wanxing (58293689700); Kuang, Guofang (36548386300); Fan, Bo (57929743600); Ahmadi, Gholamreza (57214760446)","55493778800; 36917618400; 58176018700; 58293689700; 36548386300; 57929743600; 57214760446","Dynamic SFC placement scheme with parallelized SFCs and reuse of initialized VNFs: An A3C-based DRL approach","2023","10.1016/j.jksuci.2023.101577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160555559&doi=10.1016%2fj.jksuci.2023.101577&partnerID=40&md5=88875a92f3196384aa6bda58f116b791","College of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China; Henan Key Laboratory for Big Data Processing & Analytics of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China; Binghamton University, Binghamton, United States; School of Artificial Intelligence, V. N. Karazin Kharkiv National University, Kharkiv, Ukraine; Department of Computer Engineering, Persian Gulf University, Bushehr, Iran","Xu H., College of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China, Henan Key Laboratory for Big Data Processing & Analytics of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China; Fan G., College of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China, Henan Key Laboratory for Big Data Processing & Analytics of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China; Sun L., College of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China, Binghamton University, Binghamton, United States; Li W., College of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China, Henan Key Laboratory for Big Data Processing & Analytics of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China; Kuang G., College of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China, Henan Key Laboratory for Big Data Processing & Analytics of Electronic Commerce, Luoyang Normal University, Henan, Luoyang, 471934, China; Fan B., School of Artificial Intelligence, V. N. Karazin Kharkiv National University, Kharkiv, Ukraine; Ahmadi G., Department of Computer Engineering, Persian Gulf University, Bushehr, Iran","13191578","","","All Open Access; Gold Open Access"
"Burgazli A.; Sergijenko O.; Vavilova I.","Burgazli, Alvina (56556907000); Sergijenko, Olga (34168321500); Vavilova, Iryna (16644308700)","56556907000; 34168321500; 16644308700","Machine learning in cosmology and gravitational wave astronomy: Recent trends","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139044493&partnerID=40&md5=0d8600d7df37d57f7f042c2c54920273","Main Astronomical Observatory of the NAS of Ukraine, Kyiv, Ukraine","Burgazli A., Main Astronomical Observatory of the NAS of Ukraine, Kyiv, Ukraine; Sergijenko O., Main Astronomical Observatory of the NAS of Ukraine, Kyiv, Ukraine; Vavilova I., Main Astronomical Observatory of the NAS of Ukraine, Kyiv, Ukraine","","979-888697234-4; 979-888697101-9","",""
"Neroda T.; Slipchyshyn L.","Neroda, Tetyana (57213689169); Slipchyshyn, Lidiia (57224617694)","57213689169; 57224617694","Web-Based Service Development for Intellectual Maintenance of the Personalized Educational and Professional Program : Adaptive provision of educational services in academic mobility context through automated improvement of quality and relevance of tutorial content","2022","10.1109/CSIT56902.2022.10000655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146341884&doi=10.1109%2fCSIT56902.2022.10000655&partnerID=40&md5=9de50dbb9e359eb8eb7c1f74910fa6a5","Ukrainian Academy of Printing, Department of Automation and Computer Technology, Lviv, Ukraine; National Pedagogical Drahomanov University, Department of Theory and Methods of Technological Education, Drawing and Computer Graphics, Kyiv, Ukraine","Neroda T., Ukrainian Academy of Printing, Department of Automation and Computer Technology, Lviv, Ukraine; Slipchyshyn L., National Pedagogical Drahomanov University, Department of Theory and Methods of Technological Education, Drawing and Computer Graphics, Kyiv, Ukraine","27663655","979-835033431-9","",""
"Lysenko S.; Bobrovnikova K.; Popov P.; Kharchenko V.; Medzatyi D.","Lysenko, Sergii (54420643500); Bobrovnikova, Kira (56946906000); Popov, Peter (7102331155); Kharchenko, Viacheslav (22034616000); Medzatyi, Dmytro (56008190300)","54420643500; 56946906000; 7102331155; 22034616000; 56008190300","Spyware detection technique based on reinforcement learning","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088410476&partnerID=40&md5=a0f71152e9a28df0f642623f7f1735b2","Khmelnitsky National University, Khmelnitsky, Ukraine; City University, London, United Kingdom; National Aerospace University, Kharkiv Aviation Institute, Kharkiv, Ukraine","Lysenko S., Khmelnitsky National University, Khmelnitsky, Ukraine; Bobrovnikova K., Khmelnitsky National University, Khmelnitsky, Ukraine; Popov P., City University, London, United Kingdom; Kharchenko V., National Aerospace University, Kharkiv Aviation Institute, Kharkiv, Ukraine; Medzatyi D., Khmelnitsky National University, Khmelnitsky, Ukraine","16130073","","",""
"Feinberg E.A.; Kasyanov P.O.; Zgurovsky M.Z.","Feinberg, Eugene A. (7006435357); Kasyanov, Pavlo O. (23985304400); Zgurovsky, Michael Z. (6506327117)","7006435357; 23985304400; 6506327117","Convergence of value iterations for total-cost MDPs and POMDPs with general state and action sets","2014","10.1109/ADPRL.2014.7010613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946686373&doi=10.1109%2fADPRL.2014.7010613&partnerID=40&md5=1ac806c78aa4cb0eac5be2e3770c8581","Department of Applied Mathematics and Statistics, Stony Brook University, Stony Brook, 11794-3600, NY, United States; Institute for Applied System Analysis, National Technical University of Ukraine, Kyiv Polytechnic Institute, Kyiv, 03056, Ukraine; National Technical University of Ukraine, Kyiv Polytechnic Institute, Kyiv, 03056, Ukraine","Feinberg E.A., Department of Applied Mathematics and Statistics, Stony Brook University, Stony Brook, 11794-3600, NY, United States; Kasyanov P.O., Institute for Applied System Analysis, National Technical University of Ukraine, Kyiv Polytechnic Institute, Kyiv, 03056, Ukraine; Zgurovsky M.Z., National Technical University of Ukraine, Kyiv Polytechnic Institute, Kyiv, 03056, Ukraine","","978-147994553-5","",""
"Fedorov E.; Nechyporenko O.","Fedorov, Eugene (47161155900); Nechyporenko, Olga (57216488854)","47161155900; 57216488854","Methods for Solving the Traveling Salesman Problem Based on Reinforcement Learning and Metaheuristics","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145561531&partnerID=40&md5=ae6bcd18779784dfccae085e6c65ebe9","Cherkasy State Technological University, Shevchenko blvd., 460, Cherkasy, 18006, Ukraine","Fedorov E., Cherkasy State Technological University, Shevchenko blvd., 460, Cherkasy, 18006, Ukraine; Nechyporenko O., Cherkasy State Technological University, Shevchenko blvd., 460, Cherkasy, 18006, Ukraine","16130073","","",""
"Kravets P.; Burov Y.; Lytvyn V.; Vysotska V.; Ryshkovets Y.; Brodyak O.; Vyshemyrska S.","Kravets, Petro (6603085655); Burov, Yevhen (57191242481); Lytvyn, Vasyl (56446930100); Vysotska, Victoria (24484045400); Ryshkovets, Yuriy (57207206470); Brodyak, Oksana (57193993937); Vyshemyrska, Svitlana (57210284358)","6603085655; 57191242481; 56446930100; 24484045400; 57207206470; 57193993937; 57210284358","Markovian Learning Methods in Decision-Making Systems","2022","10.1007/978-3-030-82014-5_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112646120&doi=10.1007%2f978-3-030-82014-5_28&partnerID=40&md5=c03860c794481a251ce4115402136b11","Lviv Polytechnic National University, Lviv, Ukraine; Kherson National Technical University, Kherson, Ukraine","Kravets P., Lviv Polytechnic National University, Lviv, Ukraine; Burov Y., Lviv Polytechnic National University, Lviv, Ukraine; Lytvyn V., Lviv Polytechnic National University, Lviv, Ukraine; Vysotska V., Lviv Polytechnic National University, Lviv, Ukraine; Ryshkovets Y., Lviv Polytechnic National University, Lviv, Ukraine; Brodyak O., Lviv Polytechnic National University, Lviv, Ukraine; Vyshemyrska S., Kherson National Technical University, Kherson, Ukraine","23674512","","",""
"Melnychuk S.; Kurova A.; Shvetsova I.; Shcherbakova O.; Tsilmak O.M.; Luts L.","Melnychuk, Svitlana (58628422200); Kurova, Anastasiia (57222469846); Shvetsova, Iryna (57223116027); Shcherbakova, Olena (57223116705); Tsilmak, Olena M. (57211914971); Luts, Lyudmyla (57220107691)","58628422200; 57222469846; 57223116027; 57223116705; 57211914971; 57220107691","THEORETICAL FUNDAMENTALS OF STUDY OF VALUES AND VALUE ORIENTATIONS IN MANAGEMENT OF PSYCHOLOGICAL SCIENTIFIC SPACE","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102774069&partnerID=40&md5=df82efb5be822420d55cc8e962af6b75","National Academy of Internal Affairs, Ukraine; National University “Odesa Law Academy”; Kherson State Maritime Academy, Ukraine; Institute for Children and Adolescents Health Care, The National Academy of Medical Sciences of Ukraine; Ivan Franko Lviv National University, Ukraine","Melnychuk S., National Academy of Internal Affairs, Ukraine; Kurova A., National University “Odesa Law Academy”; Shvetsova I., Kherson State Maritime Academy, Ukraine; Shcherbakova O., Institute for Children and Adolescents Health Care, The National Academy of Medical Sciences of Ukraine; Tsilmak O.M., National University “Odesa Law Academy”; Luts L., Ivan Franko Lviv National University, Ukraine","15247252","","",""
"Telenyk S.; Zharikov E.; Rolik O.","Telenyk, Sergii (55976080600); Zharikov, Eduard (57191415579); Rolik, Oleksandr (57191405413)","55976080600; 57191415579; 57191405413","Modeling of the Data Center Resource Management Using Reinforcement Learning","2018","10.1109/INFOCOMMST.2018.8632064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062841141&doi=10.1109%2fINFOCOMMST.2018.8632064&partnerID=40&md5=6b1d3c921f344aeaaa72641fb78be751","Cracow University of Technology, Poland; National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","Telenyk S., Cracow University of Technology, Poland; Zharikov E., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Rolik O., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","","978-153866611-1","",""
"Zolotukhin O.; Filatov V.; Yerokhin A.; Kudryavtseva M.","Zolotukhin, Oleh (57207774022); Filatov, Valentin (56911938100); Yerokhin, Andriy (57189381444); Kudryavtseva, Maryna (57207765829)","57207774022; 56911938100; 57189381444; 57207765829","The Methods for the Prediction of Climate Control Indicators in the Internet of Things Systems","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121621992&partnerID=40&md5=f02fbb61fb7f3a1d760adcf0f150a863","Kharkiv National University of Radio Electronics, Nauky ave. 14, Kharkiv, 61166, Ukraine","Zolotukhin O., Kharkiv National University of Radio Electronics, Nauky ave. 14, Kharkiv, 61166, Ukraine; Filatov V., Kharkiv National University of Radio Electronics, Nauky ave. 14, Kharkiv, 61166, Ukraine; Yerokhin A., Kharkiv National University of Radio Electronics, Nauky ave. 14, Kharkiv, 61166, Ukraine; Kudryavtseva M., Kharkiv National University of Radio Electronics, Nauky ave. 14, Kharkiv, 61166, Ukraine","16130073","","",""
"Khoroshylov S.V.; Redka M.O.","Khoroshylov, S.V. (57170749900); Redka, M.O. (57574125700)","57170749900; 57574125700","DEEP LEARNING FOR SPACE GUIDANCE, NAVIGATION, AND CONTROL","2021","10.15407/knit2021.06.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128148085&doi=10.15407%2fknit2021.06.038&partnerID=40&md5=926309af63b4eb4b578315566137be4b","Institute of Technical Mechanics, The National Academy of Science of Ukraine, The State Space Agency of Ukraine, 15, Leshko-Popelya Str., Dnipro, 49005, Ukraine","Khoroshylov S.V., Institute of Technical Mechanics, The National Academy of Science of Ukraine, The State Space Agency of Ukraine, 15, Leshko-Popelya Str., Dnipro, 49005, Ukraine; Redka M.O., Institute of Technical Mechanics, The National Academy of Science of Ukraine, The State Space Agency of Ukraine, 15, Leshko-Popelya Str., Dnipro, 49005, Ukraine","15618889","","","All Open Access; Bronze Open Access"
"Sineglazov V.M.; Dolgorukov S.O.","Sineglazov, V.M. (6601983603); Dolgorukov, S.O. (56030195500)","6601983603; 56030195500","Reinforced Learning for Navigation Equipment Test Table CAD Systems Integration","2021","10.1109/APUAVD53804.2021.9615408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123797952&doi=10.1109%2fAPUAVD53804.2021.9615408&partnerID=40&md5=ab5f0ac41ac56f88131b6af1d05f59b9","National Aviation University, Aviation Computer-Integrated Complexes Department, Kyiv, Ukraine","Sineglazov V.M., National Aviation University, Aviation Computer-Integrated Complexes Department, Kyiv, Ukraine; Dolgorukov S.O., National Aviation University, Aviation Computer-Integrated Complexes Department, Kyiv, Ukraine","","978-166543822-3","",""
"Yakovyna V.; Khavalko V.; Sherega V.; Boichuk A.; Barna A.","Yakovyna, Vitaliy (6602569305); Khavalko, Viktor (57189326140); Sherega, Viktor (57222493264); Boichuk, Andrii (57222494498); Barna, Andrii (57222488672)","6602569305; 57189326140; 57222493264; 57222494498; 57222488672","Biosignal and image processing system for emotion recognition applications","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102883863&partnerID=40&md5=47152c234076091cfa821ef51f937eb8","Lviv Polytechnic National University, Lviv, 79013, Ukraine","Yakovyna V., Lviv Polytechnic National University, Lviv, 79013, Ukraine; Khavalko V., Lviv Polytechnic National University, Lviv, 79013, Ukraine; Sherega V., Lviv Polytechnic National University, Lviv, 79013, Ukraine; Boichuk A., Lviv Polytechnic National University, Lviv, 79013, Ukraine; Barna A., Lviv Polytechnic National University, Lviv, 79013, Ukraine","16130073","","",""
"Vantsevich V.; Gorsich D.; Lozynskyy A.; Demkiv L.; Borovets T.; Klos S.","Vantsevich, V. (6602597868); Gorsich, D. (6701504402); Lozynskyy, A. (57194507106); Demkiv, L. (56437585400); Borovets, T. (57201905056); Klos, S. (57215661021)","6602597868; 6701504402; 57194507106; 56437585400; 57201905056; 57215661021","Agile Tyre Mobility: Observation and Control in Severe Terrain Environments","2020","10.1007/978-94-024-2021-0_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087561694&doi=10.1007%2f978-94-024-2021-0_22&partnerID=40&md5=2cec6d10f843735fd6eee9d3de29da36","University of Alabama at Birmingham, Birmingham, AL, United States; U.S. Army CCDC Ground Vehicle Systems Center, Warren, MI, United States; Lviv Polytechnic National University, Lviv, Ukraine","Vantsevich V., University of Alabama at Birmingham, Birmingham, AL, United States; Gorsich D., U.S. Army CCDC Ground Vehicle Systems Center, Warren, MI, United States; Lozynskyy A., Lviv Polytechnic National University, Lviv, Ukraine; Demkiv L., Lviv Polytechnic National University, Lviv, Ukraine; Borovets T., Lviv Polytechnic National University, Lviv, Ukraine; Klos S., Lviv Polytechnic National University, Lviv, Ukraine","18746500","","",""
"Tytarenko A.","Tytarenko, A. (57886132500)","57886132500","MULTI-STEP PREDICTION IN LINEARIZED LATENT STATE SPACES FOR REPRESENTATION LEARNING","2022","10.20535/SRIT.2308-8893.2022.3.09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144350929&doi=10.20535%2fSRIT.2308-8893.2022.3.09&partnerID=40&md5=047f3ff224b3a0a5b9cb5b16fbece327","Educational and Research Institute for Applied System Analysis of the National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Ukraine","Tytarenko A., Educational and Research Institute for Applied System Analysis of the National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Ukraine","16816048","","","All Open Access; Gold Open Access; Green Open Access"
"Kravets P.; Lytvyn V.; Dobrotvor I.; Sachenko O.; Vysotska V.; Sachenko A.","Kravets, Petro (6603085655); Lytvyn, Vasyl (56446930100); Dobrotvor, Ihor (55400506500); Sachenko, Oleg (56008227000); Vysotska, Victoria (24484045400); Sachenko, Anatoliy (35518445600)","6603085655; 56446930100; 55400506500; 56008227000; 24484045400; 35518445600","Matrix Stochastic Game with Q-learning for Multi-agent Systems","2021","10.1007/978-3-030-80472-5_26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111915732&doi=10.1007%2f978-3-030-80472-5_26&partnerID=40&md5=7a3e3ffb1ff116b77b7fc23f2cd12bf6","Lviv Polytechnic National University, Lviv, Ukraine; West Ukrainian National University, Ternopil, Ukraine","Kravets P., Lviv Polytechnic National University, Lviv, Ukraine; Lytvyn V., Lviv Polytechnic National University, Lviv, Ukraine; Dobrotvor I., West Ukrainian National University, Ternopil, Ukraine; Sachenko O., West Ukrainian National University, Ternopil, Ukraine; Vysotska V., Lviv Polytechnic National University, Lviv, Ukraine; Sachenko A., West Ukrainian National University, Ternopil, Ukraine","23674512","","",""
"Kopp A.; Orlovskyi D.","Kopp, Andrii (57202887287); Orlovskyi, Dmytro (57202894400)","57202887287; 57202894400","Towards Intelligent Technology for Error Detection and Quality Evaluation of Business Process Models","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154033579&partnerID=40&md5=6477d92b083fb122a19800446ea20f2e","National Technical University “Kharkiv Polytechnic Institute”, Kyrpychova str. 2, Kharkiv, 61002, Ukraine","Kopp A., National Technical University “Kharkiv Polytechnic Institute”, Kyrpychova str. 2, Kharkiv, 61002, Ukraine; Orlovskyi D., National Technical University “Kharkiv Polytechnic Institute”, Kyrpychova str. 2, Kharkiv, 61002, Ukraine","16130073","","",""
"Korshunova M.; Huang N.; Capuzzi S.; Radchenko D.S.; Savych O.; Moroz Y.S.; Wells C.I.; Willson T.M.; Tropsha A.; Isayev O.","Korshunova, Maria (57221629444); Huang, Niles (57222587656); Capuzzi, Stephen (56955490200); Radchenko, Dmytro S. (14819649600); Savych, Olena (57194721344); Moroz, Yuriy S. (57203849687); Wells, Carrow I. (55627784200); Willson, Timothy M. (7005517864); Tropsha, Alexander (35459284800); Isayev, Olexandr (23060975100)","57221629444; 57222587656; 56955490200; 14819649600; 57194721344; 57203849687; 55627784200; 7005517864; 35459284800; 23060975100","Generative and reinforcement learning approaches for the automated de novo design of bioactive compounds","2022","10.1038/s42004-022-00733-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140082097&doi=10.1038%2fs42004-022-00733-0&partnerID=40&md5=976fed8f1f5772fc8633311d5075d2b7","Department of Chemistry, Mellon College of Science, Carnegie Mellon University, Pittsburgh, PA, United States; Computational Biology Department, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, United States; Department of Biochemistry, University of Oxford, Oxford, United Kingdom; Laboratory for Molecular Modeling, UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Enamine Ltd, 78 Chervonotkatska Street, Kyiv, 02094, Ukraine; Taras Shevchenko National University of Kyiv, Volodymyrska Street 60, Kyiv, 01601, Ukraine; Chemspace LLC, Chervonotkatska Street 85, Suite 1, Kyiv, 02094, Ukraine; Structual Genomics Consortium, UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States","Korshunova M., Department of Chemistry, Mellon College of Science, Carnegie Mellon University, Pittsburgh, PA, United States, Computational Biology Department, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, United States; Huang N., Department of Biochemistry, University of Oxford, Oxford, United Kingdom; Capuzzi S., Laboratory for Molecular Modeling, UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Radchenko D.S., Enamine Ltd, 78 Chervonotkatska Street, Kyiv, 02094, Ukraine, Taras Shevchenko National University of Kyiv, Volodymyrska Street 60, Kyiv, 01601, Ukraine; Savych O., Enamine Ltd, 78 Chervonotkatska Street, Kyiv, 02094, Ukraine; Moroz Y.S., Taras Shevchenko National University of Kyiv, Volodymyrska Street 60, Kyiv, 01601, Ukraine, Chemspace LLC, Chervonotkatska Street 85, Suite 1, Kyiv, 02094, Ukraine; Wells C.I., Structual Genomics Consortium, UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Willson T.M., Structual Genomics Consortium, UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Tropsha A., Laboratory for Molecular Modeling, UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Isayev O., Department of Chemistry, Mellon College of Science, Carnegie Mellon University, Pittsburgh, PA, United States, Computational Biology Department, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, United States","23993669","","","All Open Access; Gold Open Access; Green Open Access"
"Dosyn D.","Dosyn, Dmytro (56983080500)","56983080500","CDSS architecture: Oriented on hierarchical reinforcement learning by automated planning","2022","10.4018/978-1-6684-5092-5.ch003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162140889&doi=10.4018%2f978-1-6684-5092-5.ch003&partnerID=40&md5=c0986af916f6cd5375bd9d12916ad53e","Lviv Polytechnic National University, Ukraine","Dosyn D., Lviv Polytechnic National University, Ukraine","","978-166845094-9; 978-166845092-5","",""
"Demkiv L.I.; Lozynskyy A.O.; Vantsevich V.V.; Gorsich D.J.; Lytvyn V.V.; Klos S.R.; Letherwood M.D.","Demkiv, L.I. (56437585400); Lozynskyy, A.O. (57194507106); Vantsevich, V.V. (6602597868); Gorsich, D.J. (6701504402); Lytvyn, V.V. (56446930100); Klos, S.R. (57215661021); Letherwood, M.D. (6602466028)","56437585400; 57194507106; 6602597868; 6701504402; 56446930100; 57215661021; 6602466028","Fuzzy controller, designed by reinforcement learning, for vehicle traction system application","2021","10.23939/mmc2021.02.168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105401476&doi=10.23939%2fmmc2021.02.168&partnerID=40&md5=8db71ee0ee04002014be7c27071e0fde","Lviv Polytechnic National University, 12 S. Bandera str, Lviv, 79013, Ukraine; University of Alabama at Birmingham, Birmingham, 35294, AL, United States; US Army CCDC Ground Vehicle Systems Center, Warren, MI, United States; Alion Science and Technilogy, Ground Vehicle Systems Center, Warren, MI, United States","Demkiv L.I., Lviv Polytechnic National University, 12 S. Bandera str, Lviv, 79013, Ukraine; Lozynskyy A.O., Lviv Polytechnic National University, 12 S. Bandera str, Lviv, 79013, Ukraine; Vantsevich V.V., University of Alabama at Birmingham, Birmingham, 35294, AL, United States; Gorsich D.J., US Army CCDC Ground Vehicle Systems Center, Warren, MI, United States; Lytvyn V.V., Lviv Polytechnic National University, 12 S. Bandera str, Lviv, 79013, Ukraine; Klos S.R., Lviv Polytechnic National University, 12 S. Bandera str, Lviv, 79013, Ukraine; Letherwood M.D., Alion Science and Technilogy, Ground Vehicle Systems Center, Warren, MI, United States","23129794","","","All Open Access; Bronze Open Access"
"Lukianykhin O.; Bogodorova T.","Lukianykhin, Oleh (57215548737); Bogodorova, Tetiana (56021095800)","57215548737; 56021095800","ModelicaGym: Applying reinforcement learning to Modelica models","2019","10.1145/3365984.3365985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081134523&doi=10.1145%2f3365984.3365985&partnerID=40&md5=6af124dd794eebfabe94c6763b3349de","Ukrainian Catholic University, Lviv, Ukraine","Lukianykhin O., Ukrainian Catholic University, Lviv, Ukraine; Bogodorova T., Ukrainian Catholic University, Lviv, Ukraine","","978-145037713-3","","All Open Access; Green Open Access"
"Proskurin D.; Gnatyuk S.; Bauyrzhan M.","Proskurin, Dmytro (57871672100); Gnatyuk, Sergiy (36184129600); Bauyrzhan, Madina (57209853883)","57871672100; 36184129600; 57209853883","Distributive Training Can Improve Neural Network Performance based on RL-CNN Architecture","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137149534&partnerID=40&md5=3adf8cccbf309f182d10469df0aabbe4","National Aviation University, 1 Liubomyr Huzar ave., Kyiv, 03058, Ukraine; Satbayev University, 22 Satbayev str., Almaty, Kazakhstan","Proskurin D., National Aviation University, 1 Liubomyr Huzar ave., Kyiv, 03058, Ukraine; Gnatyuk S., National Aviation University, 1 Liubomyr Huzar ave., Kyiv, 03058, Ukraine; Bauyrzhan M., Satbayev University, 22 Satbayev str., Almaty, Kazakhstan","16130073","","",""
"Boyko N.","Boyko, Nataliya (57191967462)","57191967462","The Comprehensive Model of Using In-Depth Consolidated Multimodal Learning to Study Trading Strategies in the Securities Market","2023","10.1007/978-3-031-16203-9_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138693507&doi=10.1007%2f978-3-031-16203-9_8&partnerID=40&md5=996f0c7822766e17c36ed373c4724157","Lviv Polytechnic National University, Lviv, Ukraine","Boyko N., Lviv Polytechnic National University, Lviv, Ukraine","23674512","","",""
"Lytvyn V.; Vovnyanka R.; Oborska O.; Dosyn D.; Vysotska V.; Panasyuk V.","Lytvyn, Vasyl (56446930100); Vovnyanka, Roman (57204921512); Oborska, Oksana (55816397200); Dosyn, Dmytro (56983080500); Vysotska, Victoria (24484045400); Panasyuk, Valentyna (57200174627)","56446930100; 57204921512; 55816397200; 56983080500; 24484045400; 57200174627","Intelligent Agent Behavior Simulation Based on Reinforcement Learning","2020","10.1109/CSIT49958.2020.9321959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100456367&doi=10.1109%2fCSIT49958.2020.9321959&partnerID=40&md5=0427776e4b95e1e99c3e1344e0465071","Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Ternopil National Economic University, Accounting and Taxation of Entrepreneurship Department, Ternopil, Ukraine","Lytvyn V., Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Vovnyanka R., Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Oborska O., Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Dosyn D., Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Vysotska V., Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Panasyuk V., Ternopil National Economic University, Accounting and Taxation of Entrepreneurship Department, Ternopil, Ukraine","27663655","978-172817443-3","",""
"Shopynskyi M.; Golian N.; Afanasieva I.","Shopynskyi, Maksym (57249461900); Golian, Nataliia (56007783500); Afanasieva, Iryna (57224184250)","57249461900; 56007783500; 57224184250","Long Short-Term Memory Model Appliance for Generating Music Compositions","2021","10.1109/PICST51311.2020.9468088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114393153&doi=10.1109%2fPICST51311.2020.9468088&partnerID=40&md5=ae0ba3d857e766de4a4fa1451725d1f5","Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","Shopynskyi M., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Golian N., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Afanasieva I., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","","978-172819177-5","",""
